Open time,Open,High,Low,Close,Volume
2025-05-21 04:00:00,106843.60000000,107700.00000000,106742.85000000,107287.00000000,1515.58688000
2025-05-21 05:00:00,107286.99000000,107718.68000000,107281.55000000,107542.00000000,1194.67386000
2025-05-21 06:00:00,107542.01000000,107985.05000000,107294.63000000,107751.41000000,1335.30875000
2025-05-21 07:00:00,107751.41000000,107855.49000000,106454.54000000,106527.16000000,1745.68293000
2025-05-21 08:00:00,106527.17000000,106797.98000000,106347.05000000,106372.45000000,1022.17805000
2025-05-21 09:00:00,106372.46000000,106523.81000000,106100.01000000,106200.03000000,796.53854000
2025-05-21 10:00:00,106200.03000000,106450.00000000,106136.99000000,106328.57000000,551.73093000
2025-05-21 11:00:00,106328.56000000,106741.71000000,106272.72000000,106546.44000000,611.68220000
2025-05-21 12:00:00,106546.43000000,106920.21000000,106409.92000000,106573.11000000,789.95753000
2025-05-21 13:00:00,106573.10000000,107662.08000000,106329.47000000,107244.76000000,1192.94496000
2025-05-21 14:00:00,107244.75000000,109000.00000000,107009.06000000,108999.99000000,4814.02631000
2025-05-21 15:00:00,108999.99000000,109458.00000000,108332.26000000,108973.35000000,4908.56569000
2025-05-21 16:00:00,108973.34000000,109845.00000000,108701.54000000,109131.70000000,3551.89039000
2025-05-21 17:00:00,109131.71000000,109343.01000000,106117.67000000,106592.79000000,6249.91547000
2025-05-21 18:00:00,106592.80000000,107415.83000000,106317.00000000,106965.05000000,2576.43227000
2025-05-21 19:00:00,106965.05000000,108857.19000000,106619.68000000,108603.79000000,2579.96170000
2025-05-21 20:00:00,108603.79000000,108739.14000000,107725.00000000,108238.09000000,1238.80704000
2025-05-21 21:00:00,108238.09000000,108560.34000000,107940.00000000,108414.64000000,776.08015000
2025-05-21 22:00:00,108414.63000000,109028.25000000,108278.97000000,108739.36000000,789.45572000
2025-05-21 23:00:00,108739.36000000,110797.38000000,108660.00000000,109643.99000000,4705.59491500
2025-05-22 00:00:00,109643.99000000,110178.49000000,109177.37000000,109954.53000000,2147.46453000
2025-05-22 01:00:00,109954.54000000,110576.70000000,109667.00000000,109920.68000000,1776.18943000
2025-05-22 02:00:00,109920.69000000,110981.96000000,109822.58000000,110471.51000000,2116.54822000
2025-05-22 03:00:00,110471.52000000,111880.00000000,110339.87000000,111780.84000000,2977.52950000
2025-05-22 04:00:00,111780.84000000,111795.04000000,111234.40000000,111482.42000000,1845.93128000
2025-05-22 05:00:00,111482.43000000,111672.32000000,110832.38000000,110879.99000000,2584.32531000
2025-05-22 06:00:00,110880.00000000,111185.82000000,110478.26000000,110606.07000000,1507.16841000
2025-05-22 07:00:00,110606.07000000,111139.71000000,110461.87000000,111045.45000000,1165.97838000
2025-05-22 08:00:00,111045.45000000,111162.18000000,110381.46000000,110409.09000000,1178.49072000
2025-05-22 09:00:00,110409.10000000,110840.00000000,110272.72000000,110821.30000000,1046.51732000
2025-05-22 10:00:00,110821.30000000,110952.39000000,110601.00000000,110805.22000000,823.91343000
2025-05-22 11:00:00,110805.23000000,111326.20000000,110500.00000000,110981.97000000,965.26641000
2025-05-22 12:00:00,110981.98000000,111626.43000000,110804.72000000,111608.69000000,1598.01131000
2025-05-22 13:00:00,111608.69000000,111625.75000000,110904.00000000,110914.49000000,1601.31192000
2025-05-22 14:00:00,110914.49000000,111397.94000000,110550.00000000,110897.90000000,1686.01739000
2025-05-22 15:00:00,110897.89000000,111529.72000000,110787.80000000,111290.86000000,1200.91956000
2025-05-22 16:00:00,111290.85000000,111782.61000000,111087.25000000,111252.36000000,780.15322000
2025-05-22 17:00:00,111252.36000000,111980.00000000,111168.03000000,111502.31000000,917.63574000
2025-05-22 18:00:00,111502.32000000,111953.85000000,111379.22000000,111727.27000000,622.21825000
2025-05-22 19:00:00,111727.28000000,111920.00000000,110916.40000000,111188.00000000,940.62549000
2025-05-22 20:00:00,111188.00000000,111431.50000000,110831.52000000,111076.24000000,792.97237000
2025-05-22 21:00:00,111076.24000000,111108.89000000,110763.27000000,110831.36000000,412.21360000
2025-05-22 22:00:00,110831.36000000,111252.03000000,110831.36000000,111020.93000000,412.79621000
2025-05-22 23:00:00,111020.93000000,111717.34000000,111020.92000000,111696.21000000,530.57513000
2025-05-23 00:00:00,111696.22000000,111800.00000000,111382.97000000,111613.58000000,823.77218000
2025-05-23 01:00:00,111613.58000000,111739.14000000,111201.86000000,111327.69000000,865.20204000
2025-05-23 02:00:00,111327.69000000,111618.93000000,111193.90000000,111272.72000000,656.27680000
2025-05-23 03:00:00,111272.73000000,111374.54000000,111000.13000000,111100.01000000,489.04380000
2025-05-23 04:00:00,111100.00000000,111181.82000000,110547.98000000,110844.19000000,740.65730000
2025-05-23 05:00:00,110844.19000000,110951.70000000,110658.72000000,110855.47000000,540.83274000
2025-05-23 06:00:00,110855.47000000,110857.15000000,110407.89000000,110526.01000000,861.12423000
2025-05-23 07:00:00,110526.01000000,110857.15000000,110523.80000000,110715.42000000,1083.90073000
2025-05-23 08:00:00,110715.41000000,111030.12000000,110715.41000000,110935.24000000,525.43180000
2025-05-23 09:00:00,110935.24000000,111381.61000000,110909.46000000,111335.02000000,588.81353000
2025-05-23 10:00:00,111335.02000000,111335.02000000,110816.34000000,111061.24000000,428.14347000
2025-05-23 11:00:00,111061.24000000,111092.50000000,108888.00000000,109076.35000000,2661.79754000
2025-05-23 12:00:00,109076.36000000,109096.39000000,107316.00000000,108412.77000000,6557.04047000
2025-05-23 13:00:00,108412.77000000,109714.70000000,107922.82000000,109634.99000000,3726.35919000
2025-05-23 14:00:00,109634.99000000,109992.75000000,109505.00000000,109672.01000000,1726.66757000
2025-05-23 15:00:00,109672.01000000,109850.02000000,108916.00000000,108940.00000000,1153.19085000
2025-05-23 16:00:00,108940.00000000,109222.42000000,108001.00000000,109068.87000000,2275.39816000
2025-05-23 17:00:00,109068.87000000,109809.53000000,109022.82000000,109413.03000000,1158.19809000
2025-05-23 18:00:00,109413.02000000,109494.80000000,108654.82000000,108794.09000000,750.38683000
2025-05-23 19:00:00,108794.09000000,109157.85000000,108605.12000000,108716.07000000,767.19773000
2025-05-23 20:00:00,108714.01000000,108727.28000000,108186.55000000,108236.53000000,592.39199000
2025-05-23 21:00:00,108236.53000000,108664.65000000,108055.00000000,108282.89000000,561.89055000
2025-05-23 22:00:00,108282.89000000,108590.90000000,107638.96000000,107797.37000000,816.90940000
2025-05-23 23:00:00,107797.37000000,107898.34000000,106800.00000000,107318.30000000,1387.09610000
2025-05-24 00:00:00,107318.30000000,107680.83000000,106875.41000000,107366.68000000,926.99572000
2025-05-24 01:00:00,107366.68000000,107875.66000000,107352.75000000,107479.24000000,437.55116000
2025-05-24 02:00:00,107479.24000000,107900.11000000,107243.10000000,107803.84000000,383.40402000
2025-05-24 03:00:00,107803.84000000,108367.54000000,107750.64000000,108366.30000000,573.36983000
2025-05-24 04:00:00,108366.31000000,108582.33000000,108300.00000000,108485.07000000,403.76377000
2025-05-24 05:00:00,108485.06000000,108530.73000000,108126.99000000,108235.68000000,437.82917000
2025-05-24 06:00:00,108235.69000000,108342.53000000,107683.96000000,107959.99000000,682.25870000
2025-05-24 07:00:00,107959.99000000,108227.27000000,107566.37000000,107587.75000000,458.42202000
2025-05-24 08:00:00,107587.75000000,108285.39000000,107587.74000000,108251.23000000,520.00591000
2025-05-24 09:00:00,108251.23000000,108434.00000000,108158.09000000,108161.69000000,467.30605000
2025-05-24 10:00:00,108161.70000000,109258.94000000,108152.01000000,109094.99000000,2231.65558000
2025-05-24 11:00:00,109094.99000000,109506.03000000,109094.99000000,109208.56000000,2198.07764000
2025-05-24 12:00:00,109208.57000000,109282.81000000,108636.36000000,108776.63000000,1286.18727000
2025-05-24 13:00:00,108776.63000000,108894.25000000,108540.00000000,108590.29000000,575.75967000
2025-05-24 14:00:00,108590.28000000,109036.81000000,108590.28000000,108959.09000000,422.11246000
2025-05-24 15:00:00,108959.10000000,109212.76000000,108819.12000000,108929.70000000,382.11963000
2025-05-24 16:00:00,108929.71000000,109096.13000000,108682.36000000,108997.67000000,290.13693000
2025-05-24 17:00:00,108997.68000000,109200.00000000,108882.35000000,108920.03000000,258.09912000
2025-05-24 18:00:00,108920.03000000,109076.20000000,108781.54000000,108827.01000000,170.00615000
2025-05-24 19:00:00,108827.00000000,109019.60000000,108800.00000000,108960.00000000,297.31317000
2025-05-24 20:00:00,108960.00000000,109125.00000000,108863.63000000,108863.63000000,220.43889000
2025-05-24 21:00:00,108863.63000000,108863.64000000,108580.11000000,108818.18000000,260.12572000
2025-05-24 22:00:00,108818.18000000,108818.19000000,107977.67000000,108100.50000000,666.17978000
2025-05-24 23:00:00,108100.50000000,108396.97000000,107500.00000000,107761.91000000,2233.41293000
2025-05-25 00:00:00,107761.90000000,108130.44000000,107286.28000000,107443.90000000,1031.59929000
2025-05-25 01:00:00,107443.90000000,108007.29000000,107206.00000000,107656.22000000,702.14525000
2025-05-25 02:00:00,107656.21000000,108000.00000000,107480.29000000,107928.80000000,339.41198000
2025-05-25 03:00:00,107928.80000000,108257.14000000,107923.60000000,108095.75000000,422.72429000
2025-05-25 04:00:00,108095.76000000,108275.70000000,107941.96000000,108245.21000000,245.16657000
2025-05-25 05:00:00,108245.21000000,108288.69000000,107972.02000000,108103.98000000,167.94588000
2025-05-25 06:00:00,108103.99000000,108136.37000000,107687.21000000,107938.00000000,378.11797000
2025-05-25 07:00:00,107938.00000000,107938.00000000,107454.54000000,107681.81000000,502.48123000
2025-05-25 08:00:00,107681.82000000,107700.65000000,106926.14000000,107109.41000000,948.81757000
2025-05-25 09:00:00,107109.40000000,107258.29000000,106708.98000000,107131.67000000,1082.98139000
2025-05-25 10:00:00,107131.68000000,107390.89000000,106826.53000000,106946.40000000,780.43314000
2025-05-25 11:00:00,106946.40000000,107272.73000000,106834.34000000,107260.00000000,587.12489000
2025-05-25 12:00:00,107259.99000000,107625.00000000,107181.81000000,107530.57000000,799.16485000
2025-05-25 13:00:00,107530.57000000,107743.34000000,107300.00000000,107521.75000000,446.62388000
2025-05-25 14:00:00,107521.74000000,107653.68000000,107137.56000000,107355.00000000,701.78070000
2025-05-25 15:00:00,107355.00000000,107420.98000000,106600.64000000,106967.97000000,3145.57829000
2025-05-25 16:00:00,106967.97000000,107243.36000000,106640.52000000,107174.40000000,1428.32141000
2025-05-25 17:00:00,107174.41000000,107374.38000000,107111.56000000,107363.37000000,232.07576000
2025-05-25 18:00:00,107363.36000000,107600.00000000,107272.72000000,107413.34000000,187.95214000
2025-05-25 19:00:00,107413.34000000,107940.95000000,107413.33000000,107717.01000000,255.53440000
2025-05-25 20:00:00,107717.02000000,107754.24000000,107409.09000000,107677.35000000,360.39184000
2025-05-25 21:00:00,107677.36000000,107914.44000000,107176.00000000,107466.70000000,314.15348000
2025-05-25 22:00:00,107466.69000000,109200.00000000,107350.01000000,109166.00000000,1652.91716000
2025-05-25 23:00:00,109165.99000000,109299.99000000,108570.16000000,109004.19000000,996.60359000
