Open time,Open,High,Low,Close,Volume
2025-05-13 18:00:00,104268.17000000,104428.58000000,104081.85000000,104354.19000000,667.51343000
2025-05-13 19:00:00,104354.19000000,104976.25000000,104158.73000000,104792.22000000,2351.90796000
2025-05-13 20:00:00,104792.21000000,104928.00000000,104400.00000000,104562.39000000,601.95317000
2025-05-13 21:00:00,104562.40000000,104613.32000000,104179.00000000,104342.71000000,391.26707000
2025-05-13 22:00:00,104342.70000000,104432.03000000,104100.00000000,104128.50000000,502.72511000
2025-05-13 23:00:00,104128.50000000,104285.66000000,103869.01000000,104103.72000000,555.94433000
2025-05-14 00:00:00,104103.72000000,104115.86000000,103763.85000000,103920.76000000,1038.59479000
2025-05-14 01:00:00,103920.77000000,104082.71000000,103700.00000000,103734.82000000,1074.76281000
2025-05-14 02:00:00,103734.81000000,103786.21000000,103496.82000000,103713.27000000,481.61389000
2025-05-14 03:00:00,103713.27000000,103777.78000000,103453.26000000,103587.44000000,415.74688000
2025-05-14 04:00:00,103587.44000000,103842.98000000,103471.36000000,103743.02000000,427.81934000
2025-05-14 05:00:00,103743.02000000,103971.00000000,103687.13000000,103896.71000000,506.88636000
2025-05-14 06:00:00,103896.70000000,103952.39000000,103662.82000000,103757.50000000,381.32265000
2025-05-14 07:00:00,103757.50000000,103800.00000000,103381.02000000,103716.55000000,786.22564000
2025-05-14 08:00:00,103716.55000000,103888.00000000,103187.00000000,103200.00000000,1056.63353000
2025-05-14 09:00:00,103200.00000000,103496.05000000,102875.22000000,103485.73000000,1191.70027000
2025-05-14 10:00:00,103485.73000000,103929.32000000,103460.72000000,103708.49000000,704.38900000
2025-05-14 11:00:00,103708.50000000,104145.00000000,103708.50000000,103944.93000000,583.04021000
2025-05-14 12:00:00,103944.93000000,104208.77000000,103907.45000000,103999.99000000,488.53049000
2025-05-14 13:00:00,103999.99000000,104356.95000000,103492.06000000,103970.87000000,1907.26615000
2025-05-14 14:00:00,103970.87000000,103971.88000000,102902.00000000,103265.46000000,1950.09622000
2025-05-14 15:00:00,103265.47000000,103555.56000000,102833.55000000,103514.24000000,856.15160000
2025-05-14 16:00:00,103514.24000000,103614.61000000,103173.55000000,103363.65000000,475.44971000
2025-05-14 17:00:00,103363.66000000,103428.58000000,102602.05000000,103246.79000000,595.35133000
2025-05-14 18:00:00,103246.78000000,103523.81000000,103029.45000000,103523.81000000,393.98215000
2025-05-14 19:00:00,103523.80000000,103720.44000000,103243.00000000,103321.72000000,392.19365000
2025-05-14 20:00:00,103321.73000000,103658.35000000,103304.66000000,103555.51000000,195.13432000
2025-05-14 21:00:00,103555.52000000,103667.52000000,103434.55000000,103647.39000000,186.25436000
2025-05-14 22:00:00,103647.39000000,103658.30000000,103430.63000000,103511.46000000,139.37207000
2025-05-14 23:00:00,103511.46000000,103608.73000000,103357.77000000,103507.82000000,224.39068000
2025-05-15 00:00:00,103507.83000000,103866.51000000,103492.06000000,103801.85000000,316.48566000
2025-05-15 01:00:00,103801.85000000,103801.86000000,102968.16000000,103033.52000000,568.67212000
2025-05-15 02:00:00,103033.51000000,103206.35000000,102916.05000000,103047.62000000,446.23075000
2025-05-15 03:00:00,103047.62000000,103142.86000000,102720.00000000,102753.63000000,466.40868000
2025-05-15 04:00:00,102753.62000000,102962.38000000,102711.00000000,102891.76000000,351.76930000
2025-05-15 05:00:00,102891.76000000,102922.17000000,102336.70000000,102375.31000000,519.41864000
2025-05-15 06:00:00,102375.31000000,102686.10000000,102140.00000000,102247.40000000,714.15222000
2025-05-15 07:00:00,102247.41000000,102440.00000000,101724.17000000,101779.99000000,768.32213000
2025-05-15 08:00:00,101779.99000000,102327.00000000,101758.97000000,102274.65000000,594.85241000
2025-05-15 09:00:00,102274.65000000,102274.66000000,101500.00000000,101823.39000000,860.32483000
2025-05-15 10:00:00,101823.40000000,101930.58000000,101600.00000000,101804.74000000,494.18425000
2025-05-15 11:00:00,101804.75000000,102441.00000000,101790.20000000,102371.61000000,662.74555000
2025-05-15 12:00:00,102371.62000000,102838.82000000,102271.58000000,102560.00000000,981.88637000
2025-05-15 13:00:00,102560.01000000,102787.82000000,101569.84000000,102133.49000000,1037.21134000
2025-05-15 14:00:00,102133.49000000,102398.31000000,101383.07000000,101987.65000000,1209.87624000
2025-05-15 15:00:00,101987.64000000,103291.99000000,101931.86000000,103251.35000000,1083.57557000
2025-05-15 16:00:00,103251.36000000,103847.13000000,103026.33000000,103846.27000000,1096.42524000
2025-05-15 17:00:00,103846.28000000,104192.70000000,103650.79000000,103968.24000000,1311.32988000
2025-05-15 18:00:00,103968.24000000,104012.49000000,102641.54000000,102697.31000000,1125.34279000
2025-05-15 19:00:00,102697.31000000,103228.06000000,102552.35000000,103157.26000000,909.12835000
2025-05-15 20:00:00,103157.26000000,103491.43000000,102884.60000000,103443.51000000,666.51008000
2025-05-15 21:00:00,103443.51000000,103443.51000000,102708.46000000,103288.75000000,463.83900000
2025-05-15 22:00:00,103288.75000000,103980.84000000,103254.25000000,103492.06000000,660.25544000
2025-05-15 23:00:00,103492.06000000,103893.73000000,103230.76000000,103763.71000000,690.03920000
2025-05-16 00:00:00,103763.71000000,104033.90000000,103655.16000000,103764.81000000,805.54540000
2025-05-16 01:00:00,103764.82000000,104108.90000000,103467.91000000,104047.61000000,842.64231000
2025-05-16 02:00:00,104047.60000000,104466.01000000,103928.80000000,104199.80000000,1102.45583000
2025-05-16 03:00:00,104199.80000000,104328.32000000,103988.18000000,104023.49000000,543.50598000
2025-05-16 04:00:00,104023.49000000,104184.72000000,103816.60000000,103919.95000000,458.36015000
2025-05-16 05:00:00,103919.96000000,104148.00000000,103833.64000000,103898.52000000,418.83888000
2025-05-16 06:00:00,103898.52000000,104100.00000000,103860.32000000,103987.87000000,741.97708000
2025-05-16 07:00:00,103987.87000000,104190.48000000,103694.18000000,103710.17000000,719.78430000
2025-05-16 08:00:00,103710.17000000,103760.00000000,103100.49000000,103388.60000000,1261.58345000
2025-05-16 09:00:00,103388.60000000,103820.00000000,103388.60000000,103793.65000000,824.12938000
2025-05-16 10:00:00,103793.65000000,103886.01000000,103635.18000000,103796.91000000,509.73742000
2025-05-16 11:00:00,103796.92000000,103900.00000000,103552.00000000,103651.71000000,523.12827000
2025-05-16 12:00:00,103651.72000000,103768.51000000,103484.75000000,103506.07000000,387.69144000
2025-05-16 13:00:00,103506.07000000,104099.88000000,103440.00000000,104007.98000000,976.52654000
2025-05-16 14:00:00,104007.99000000,104007.99000000,103343.07000000,103578.70000000,943.56617000
2025-05-16 15:00:00,103578.71000000,104286.00000000,103578.71000000,104183.33000000,1195.99570000
2025-05-16 16:00:00,104183.32000000,104550.33000000,103837.82000000,104145.49000000,1228.27010000
2025-05-16 17:00:00,104145.48000000,104396.28000000,103780.00000000,103867.96000000,430.37817000
2025-05-16 18:00:00,103867.96000000,104094.90000000,103690.26000000,103691.55000000,420.24502000
2025-05-16 19:00:00,103691.54000000,104047.62000000,103587.00000000,104032.60000000,273.94744000
2025-05-16 20:00:00,104032.60000000,104032.60000000,103526.47000000,103692.48000000,285.67975000
2025-05-16 21:00:00,103692.48000000,103791.94000000,103500.00000000,103612.00000000,249.10753000
2025-05-16 22:00:00,103612.01000000,103613.02000000,103397.50000000,103521.96000000,344.55949000
2025-05-16 23:00:00,103521.96000000,103690.18000000,103420.92000000,103463.90000000,196.22444000
2025-05-17 00:00:00,103463.90000000,103539.69000000,103100.00000000,103360.01000000,743.27212000
2025-05-17 01:00:00,103360.00000000,103360.01000000,102612.50000000,102829.57000000,901.79419000
2025-05-17 02:00:00,102829.58000000,103357.60000000,102747.44000000,103286.01000000,650.39481000
2025-05-17 03:00:00,103286.01000000,103600.00000000,103173.85000000,103508.48000000,563.37816000
2025-05-17 04:00:00,103508.48000000,103666.67000000,103476.19000000,103658.05000000,336.48814000
2025-05-17 05:00:00,103658.05000000,103709.86000000,103328.12000000,103342.79000000,224.58608000
2025-05-17 06:00:00,103342.79000000,103500.00000000,103285.71000000,103487.95000000,413.82507000
2025-05-17 07:00:00,103487.96000000,103640.14000000,103435.08000000,103451.14000000,344.02794000
2025-05-17 08:00:00,103451.13000000,103568.58000000,103120.00000000,103426.06000000,685.20657000
2025-05-17 09:00:00,103426.06000000,103549.92000000,102808.60000000,102896.59000000,1202.56724000
2025-05-17 10:00:00,102896.59000000,103045.56000000,102822.64000000,102873.74000000,457.50752000
2025-05-17 11:00:00,102873.74000000,103099.84000000,102753.67000000,102994.17000000,375.02021000
2025-05-17 12:00:00,102994.18000000,103066.43000000,102892.38000000,102927.57000000,287.44977000
2025-05-17 13:00:00,102927.58000000,103103.47000000,102640.02000000,102713.34000000,446.71269000
2025-05-17 14:00:00,102713.33000000,103180.00000000,102707.72000000,103124.80000000,281.64444000
2025-05-17 15:00:00,103124.80000000,103179.51000000,102936.00000000,102939.53000000,256.86045000
2025-05-17 16:00:00,102939.52000000,103106.07000000,102761.90000000,102938.32000000,344.47339000
2025-05-17 17:00:00,102938.32000000,103292.88000000,102928.80000000,103130.43000000,312.20248000
2025-05-17 18:00:00,103130.43000000,103350.00000000,102956.52000000,102987.20000000,387.59976000
2025-05-17 19:00:00,102987.21000000,103204.07000000,102928.30000000,103158.60000000,243.69127000
2025-05-17 20:00:00,103158.60000000,103433.78000000,103081.71000000,103372.04000000,286.01224000
2025-05-17 21:00:00,103372.03000000,103477.87000000,103121.62000000,103243.69000000,922.48164000
2025-05-17 22:00:00,103243.68000000,103243.68000000,102900.72000000,103031.03000000,402.93806000
2025-05-17 23:00:00,103031.03000000,103212.00000000,102950.23000000,103126.65000000,180.76198000
2025-05-18 00:00:00,103126.65000000,103409.98000000,103105.09000000,103382.80000000,304.88823000
2025-05-18 01:00:00,103382.81000000,103405.12000000,103134.49000000,103251.49000000,182.56775000
2025-05-18 02:00:00,103251.49000000,103360.01000000,103240.69000000,103346.70000000,179.48635000
2025-05-18 03:00:00,103346.70000000,103390.45000000,103140.32000000,103295.70000000,247.02287000
2025-05-18 04:00:00,103295.70000000,103433.78000000,103295.69000000,103355.01000000,148.44304000
2025-05-18 05:00:00,103355.01000000,103685.03000000,103355.01000000,103648.20000000,430.19855000
2025-05-18 06:00:00,103648.20000000,103679.02000000,103368.36000000,103476.19000000,373.91732000
2025-05-18 07:00:00,103476.20000000,103988.00000000,103443.45000000,103919.39000000,462.12182000
2025-05-18 08:00:00,103919.39000000,104088.20000000,103819.43000000,103912.82000000,679.59538000
2025-05-18 09:00:00,103912.82000000,104022.00000000,103845.23000000,103868.48000000,352.23621000
2025-05-18 10:00:00,103868.48000000,103935.40000000,103800.00000000,103856.81000000,261.38595000
2025-05-18 11:00:00,103856.80000000,103998.98000000,103800.00000000,103800.54000000,280.93869000
2025-05-18 12:00:00,103800.55000000,103939.66000000,103701.40000000,103939.65000000,242.85227000
2025-05-18 13:00:00,103939.65000000,104800.00000000,103900.02000000,104740.00000000,1284.75370000
2025-05-18 14:00:00,104740.00000000,105548.00000000,104556.32000000,105270.97000000,2059.10483000
2025-05-18 15:00:00,105270.98000000,105680.00000000,104970.03000000,105518.00000000,1395.79302000
2025-05-18 16:00:00,105518.00000000,105980.00000000,105161.19000000,105822.22000000,1218.87570000
2025-05-18 17:00:00,105822.22000000,105900.00000000,104836.66000000,104836.67000000,1282.22053000
2025-05-18 18:00:00,104836.66000000,104923.17000000,103988.00000000,104498.00000000,1819.26717000
2025-05-18 19:00:00,104498.01000000,104761.90000000,103851.01000000,103883.97000000,1074.99209000
2025-05-18 20:00:00,103883.98000000,104240.00000000,103285.71000000,104053.05000000,1803.51574000
2025-05-18 21:00:00,104053.05000000,104601.14000000,104053.04000000,104180.38000000,690.98580000
2025-05-18 22:00:00,104180.37000000,105979.99000000,103963.63000000,105928.10000000,1453.37474000
2025-05-18 23:00:00,105928.11000000,106660.00000000,105460.00000000,106454.26000000,3371.44951000
2025-05-19 00:00:00,106454.27000000,107108.62000000,105165.44000000,105260.88000000,2492.11697000
2025-05-19 01:00:00,105260.88000000,105416.67000000,104742.53000000,105059.97000000,980.73261000
2025-05-19 02:00:00,105059.97000000,105192.17000000,104569.00000000,104645.15000000,1063.96715000
2025-05-19 03:00:00,104645.15000000,104645.15000000,103534.47000000,103605.88000000,1293.59737000
2025-05-19 04:00:00,103605.90000000,103779.99000000,102789.00000000,103002.07000000,2427.05534000
2025-05-19 05:00:00,103002.07000000,103118.57000000,102513.87000000,103032.01000000,2036.68924000
2025-05-19 06:00:00,103032.00000000,103195.67000000,102000.00000000,102208.00000000,2300.40217000
2025-05-19 07:00:00,102208.01000000,103356.80000000,102173.91000000,103226.29000000,1134.89093000
2025-05-19 08:00:00,103226.29000000,103357.60000000,102920.57000000,103233.90000000,710.15374000
2025-05-19 09:00:00,103233.90000000,103425.53000000,102999.99000000,103061.61000000,802.42160000
2025-05-19 10:00:00,103061.62000000,103090.07000000,102853.81000000,102915.50000000,640.39455000
2025-05-19 11:00:00,102915.50000000,103067.83000000,102782.60000000,102963.41000000,530.36927000
2025-05-19 12:00:00,102963.40000000,102963.41000000,102126.16000000,102479.95000000,1052.78618000
2025-05-19 13:00:00,102479.94000000,103527.89000000,102321.83000000,103294.11000000,1554.62450000
2025-05-19 14:00:00,103294.11000000,104369.00000000,103181.67000000,104328.11000000,1627.19129000
2025-05-19 15:00:00,104328.11000000,104968.75000000,104266.14000000,104786.41000000,1837.22906000
2025-05-19 16:00:00,104786.42000000,105435.49000000,104491.53000000,105356.44000000,1500.27726000
2025-05-19 17:00:00,105356.43000000,105550.01000000,104940.77000000,105380.95000000,1283.57443000
2025-05-19 18:00:00,105380.96000000,105561.76000000,104703.66000000,104778.98000000,937.18228000
2025-05-19 19:00:00,104778.99000000,105549.99000000,104633.55000000,105517.70000000,782.32170000
2025-05-19 20:00:00,105517.64000000,105788.87000000,105321.54000000,105468.00000000,683.47777000
2025-05-19 21:00:00,105468.00000000,105514.79000000,105016.27000000,105474.67000000,768.70926000
2025-05-19 22:00:00,105474.67000000,105644.41000000,105182.86000000,105549.92000000,1369.62548000
2025-05-19 23:00:00,105549.92000000,105829.99000000,105455.57000000,105573.74000000,450.24509000
2025-05-20 00:00:00,105573.73000000,106569.99000000,105554.31000000,105727.27000000,1899.74036000
2025-05-20 01:00:00,105727.27000000,106789.58000000,105701.46000000,106450.00000000,1406.29767000
2025-05-20 02:00:00,106450.01000000,106853.27000000,106000.00000000,106099.99000000,1168.64729000
2025-05-20 03:00:00,106100.00000000,106180.75000000,105533.01000000,105761.92000000,1275.86795000
2025-05-20 04:00:00,105761.92000000,106250.00000000,105545.45000000,106219.99000000,545.70991000
2025-05-20 05:00:00,106220.00000000,106399.00000000,106067.36000000,106105.26000000,584.56364000
2025-05-20 06:00:00,106105.26000000,106219.99000000,105381.02000000,105454.54000000,635.48643000
2025-05-20 07:00:00,105454.55000000,105750.26000000,104928.44000000,105021.71000000,1269.79336000
2025-05-20 08:00:00,105021.70000000,105249.11000000,104847.16000000,105223.01000000,675.94019000
2025-05-20 09:00:00,105223.00000000,105390.13000000,105186.31000000,105285.72000000,581.83412000
2025-05-20 10:00:00,105285.72000000,105416.66000000,105022.72000000,105030.65000000,583.62785000
2025-05-20 11:00:00,105030.65000000,105348.67000000,104913.04000000,105203.76000000,485.14026000
2025-05-20 12:00:00,105203.75000000,105203.76000000,104653.39000000,104780.00000000,621.85316000
2025-05-20 13:00:00,104780.01000000,104869.57000000,104184.72000000,104448.04000000,1440.36940000
2025-05-20 14:00:00,104448.04000000,104995.43000000,104304.34000000,104519.84000000,1054.37222000
2025-05-20 15:00:00,104519.84000000,105391.27000000,104482.68000000,105333.68000000,683.10716000
2025-05-20 16:00:00,105333.67000000,105523.81000000,105090.90000000,105212.49000000,599.25564000
2025-05-20 17:00:00,105212.49000000,106336.37000000,105212.49000000,106200.31000000,1531.99175000
2025-05-20 18:00:00,106200.32000000,106419.19000000,105234.04000000,105285.54000000,955.70004000
2025-05-20 19:00:00,105285.53000000,107238.37000000,105220.00000000,107026.47000000,1970.35210000
2025-05-20 20:00:00,107026.47000000,107320.00000000,106407.66000000,106909.09000000,1407.95263000
2025-05-20 21:00:00,106909.09000000,107225.68000000,106132.09000000,106619.00000000,988.46204000
2025-05-20 22:00:00,106619.00000000,106894.86000000,105935.83000000,106775.83000000,610.98393000
2025-05-20 23:00:00,106775.83000000,107208.68000000,106637.50000000,106849.99000000,728.43365000
2025-05-21 00:00:00,106850.00000000,107206.94000000,106459.80000000,106739.54000000,795.55996000
2025-05-21 01:00:00,106739.55000000,107086.24000000,106426.00000000,106500.00000000,440.84568000
2025-05-21 02:00:00,106500.00000000,106923.07000000,106186.79000000,106859.04000000,639.36986000
2025-05-21 03:00:00,106859.05000000,107100.00000000,106748.69000000,106843.59000000,708.25056000
