strategy,params,total_return,max_drawdown,sharpe_ratio,win_rate,total_trades,excess_return,score
SMA Crossover,"{""fast_ma"": 10, ""slow_ma"": 30, ""sl_stop"": 0.05, ""tp_stop"": 0.05}",0.09570307356500743,-0.3157555475324382,0.40164615297939993,0.49778899898478723,29.6,-78.95167425300014,-29.869739077505212
SMA Crossover,"{""fast_ma"": 5, ""slow_ma"": 30, ""sl_stop"": 0.03, ""tp_stop"": 0.05}",1.3227043278519954,-0.2684658499564262,2.0600604536006277,0.4748838554697425,56.4,-77.72467299871315,-29.098294116488685
SMA Crossover,"{""fast_ma"": 5, ""slow_ma"": 30, ""sl_stop"": 0.05, ""tp_stop"": 0.05}",0.6200754751028503,-0.299258006068334,1.2588826991468962,0.48595886904312524,38.1,-78.42730185146229,-29.334006588246417
SMA Crossover,"{""fast_ma"": 5, ""slow_ma"": 30, ""sl_stop"": 0.1, ""tp_stop"": 0.05}",-0.023841798461593528,-0.3440158963389578,0.018749068453117503,0.47759226191316645,24.0,-79.07121912502673,-28.097734927853256
